Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
BloomTech,SF Bay Area,Education,88,01-12-2022 00:00,https://techcrunch.com/2022/12/01/bloomtech-previously-lambda-school-cuts-half-of-staff/,,Unknown,01-12-2022 22:20,United States,0.5,Unknown
Netlify,SF Bay Area,Product,48,01-12-2022 00:00,Internal memo,212,Series D,08-12-2022 17:03,United States,0.16,Unknown
Springbig,Miami,Sales,37,01-12-2022 00:00,https://mjbizdaily.com/marijuana-software-firm-springbig-laying-off-nearly-25-percent-of-workforce/,32,Post-IPO,19-12-2022 16:44,United States,0.23,Unknown
Podium,Lehi,Support,,01-12-2022 00:00,https://www.businessinsider.com/podium-layoffs-customer-management-startup-2022-12,419,Series D,01-12-2022 22:19,United States,0.12,Unknown
SQZ Biotech,Boston,Healthcare,,01-12-2022 00:00,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,229,Post-IPO,11-12-2022 06:21,United States,0.6,Unknown
Strava,SF Bay Area,Fitness,,01-12-2022 00:00,https://www.bicycleretailer.com/industry-news/2022/12/05/layoffs-affect-about-15-staff-strava#.Y5Jcu-zMK8A,151,Series F,04-12-2022 22:56,United States,0.14,https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vSm6vCc5Qlyt_RGpugfuvSFlnMjj0C2jU6JwZhc2CNhEuet88bbcDwmRu07eocW0QI9YITWPhNcQ7UO/pubhtml
Synlogic,Boston,Healthcare,,01-12-2022 00:00,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,321,Post-IPO,11-12-2022 06:21,United States,0.25,Unknown
Yapily,London,Finance,,01-12-2022 00:00,https://www.linkedin.com/posts/yapily_a-message-from-our-founder-and-ceo-ensuring-activity-7004119711693066240-ZeUT/,69,Series A,03-12-2022 05:16,United Kingdom,,Unknown
DoorDash,SF Bay Area,Food,1250,30-11-2022 00:00,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,2500,Post-IPO,30-11-2022 15:21,United States,0.06,https://docs.google.com/spreadsheets/d/1fsgEbzAo9Fgy-v7J_KGIaJxuzEBQfgBKC097tgvr_pY/edit#gid=383975823
Kraken,SF Bay Area,Crypto,1100,30-11-2022 00:00,https://blog.kraken.com/post/16442/business-update/,134,Unknown,30-11-2022 16:37,United States,0.3,Unknown
Happy Money,Los Angeles,Finance,158,30-11-2022 00:00,Internal memo,191,Series D,01-12-2022 22:00,United States,0.34,Unknown
Ula,Jakarta,Retail,134,30-11-2022 00:00,https://dailysocial.id/post/ula-layoff-2022,140,Series B,01-12-2022 06:27,Indonesia,0.23,Unknown
Wonder,New York City,Food,130,30-11-2022 00:00,https://www.theinformation.com/articles/marc-lores-kitchen-on-wheels-startup-cuts-staff-dials-back-delivery-ambitions,850,Series B,01-12-2022 06:37,United States,0.07,Unknown
StudySmarter,Berlin,Education,70,30-11-2022 00:00,https://www.startbase.de/news/studysmarter-entlaesst-etwa-70-mitarbeitende/,64,Series A,12-01-2023 15:36,Germany,,Unknown
Grin,Sacramento,Marketing,60,30-11-2022 00:00,https://www.theinformation.com/briefings/influencer-marketing-startup-grin-lays-off-60-employees,145,Series B,03-12-2022 04:59,United States,0.13,Unknown
Ualá,Buenos Aires,Finance,53,30-11-2022 00:00,https://www.perfil.com/noticias/economia/empresa-uala-despidio-medio-centenar-trabajadores.phtml,544,Series D,01-12-2022 06:29,Argentina,0.03,Unknown
Teachmint,Bengaluru,Education,45,30-11-2022 00:00,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,118,Series B,01-12-2022 06:34,India,0.05,Unknown
Etermax,Buenos Aires,Other,40,30-11-2022 00:00,https://www.clarin.com/economia/despidos-reestructuracion-tecnologicas-empresas-achican-pasar-2023_0_uxSUuShZhQ.html,,Unknown,01-12-2022 06:33,Argentina,,Unknown
Thread,London,Retail,30,30-11-2022 00:00,https://www.drapersonline.com/news/ms-acquires-thread-intellectual-property,40,Acquired,11-12-2022 06:23,United Kingdom,0.5,Unknown
Elastic,SF Bay Area,Data,,30-11-2022 00:00,https://www.elastic.co/blog/ceo-ash-kulkarni-email-to-elastic-employees,162,Post-IPO,01-12-2022 06:23,United States,0.13,Unknown
Motional,Boston,Transportation,,30-11-2022 00:00,https://techcrunch.com/2022/12/01/hyundai-aptiv-backed-av-startup-motional-cuts-workforce/,,Unknown,03-12-2022 05:00,United States,,Unknown
Pinterest,SF Bay Area,Consumer,,30-11-2022 00:00,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring,1500,Post-IPO,01-12-2022 22:22,United States,,Unknown
Sana,Seattle,Healthcare,,30-11-2022 00:00,https://www.fiercebiotech.com/biotech/sana-lays-15-trims-pipeline-keep-funding-flowing-shelf-car-ts,700,Series A,06-01-2023 01:46,United States,0.15,Unknown
Venafi,Salt Lake City,Security,,30-11-2022 00:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,167,Acquired,18-12-2022 04:10,United States,,Unknown
Bitso,Mexico City,Crypto,100,29-11-2022 00:00,https://portaldobitcoin.uol.com.br/corretora-de-criptomoedas-bitso-faz-segunda-rodada-de-demissoes-no-brasil-e-no-mexico/,378,Series C,30-11-2022 06:19,Mexico,,Unknown
Lyst,London,Retail,50,29-11-2022 00:00,https://techcrunch.com/2022/11/29/lyst-the-uk-fashion-marketplace-is-laying-off-25-of-staff/,144,Unknown,30-11-2022 06:03,United Kingdom,0.25,Unknown
CoinJar,Melbourne,Crypto,10,29-11-2022 00:00,https://www.theaustralian.com.au/business/technology/melbourne-crypto-startup-coinjar-axes-20pc-of-workforce/news-story/485648b4b36a538ff7c00287adb57d5a,1,Unknown,30-11-2022 06:20,Australia,0.2,Unknown
Bitfront,SF Bay Area,Crypto,,29-11-2022 00:00,https://www.reuters.com/technology/crypto-exchange-bitfront-shuts-down-2022-11-29/,,Unknown,30-11-2022 05:54,United States,1,Unknown
Codexis,SF Bay Area,Healthcare,,29-11-2022 00:00,https://www.codexis.com/investors/news-events/press-releases/detail/342/codexis-provides-update-on-prioritized-corporate-strategy,162,Post-IPO,30-11-2022 06:17,United States,0.18,Unknown
Firework,SF Bay Area,Retail,,29-11-2022 00:00,https://www.theinformation.com/articles/live-shopping-startup-firework-lays-off-10-of-staff,269,Series B,01-12-2022 06:36,United States,0.1,Unknown
Lazerpay,Lagos,Crypto,,29-11-2022 00:00,https://techpoint.africa/2022/11/29/lazerpay-starts-layoff,,Unknown,30-11-2022 05:59,Nigeria,,Unknown
MessageBird,Amsterdam,Other,,29-11-2022 00:00,https://tech.eu/2022/11/29/messagebird-lay-offs-close-to-a-third-of-the/,1100,Series C,30-11-2022 05:57,Netherlands,0.31,https://docs.google.com/spreadsheets/d/1n7SH4I4E16-Y7opqnKxHw1WHwIOIQIJg_BaEzrAG3F0/edit#gid=1288855899
Plerk,Guadalajara,Finance,,29-11-2022 00:00,https://www.linkedin.com/posts/mikemedina20_hoy-es-uno-de-los-momentos-m%C3%A1s-complicados-activity-7003406809403170817-N_Hf/,13,Series A,30-11-2022 06:15,Mexico,0.4,Unknown
Proton.ai,Boston,Sales,,29-11-2022 00:00,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0,20,Series A,03-12-2022 05:13,United States,,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0
Infarm,Berlin,Other,500,28-11-2022 00:00,https://www.infarm.com/news/note-from-infarm-s-founders-strategy-shift-and-profitability-at-infarm,604,Series D,29-11-2022 04:21,Germany,0.5,Unknown
Wildlife Studios,Sao Paulo,Consumer,300,28-11-2022 00:00,https://mobilegamer.biz/massive-layoffs-at-wildlife-as-it-drops-all-non-mobile-game-projects/,260,Unknown,29-11-2022 15:59,Brazil,0.2,https://docs.google.com/spreadsheets/d/1zyAOWdW3SFJ9bUdJWRxYGdDLEw_I6gCMlOjlrFLjqrw/edit#gid=759761140
Hirect,Bengaluru,Recruiting,200,28-11-2022 00:00,https://www.livemint.com/companies/start-ups/startup-direct-hiring-platform-hirect-fires40ofworkforce-11669662447280.html,,Series A,29-11-2022 04:27,India,0.4,Unknown
ApplyBoard,Waterloo,Education,90,28-11-2022 00:00,https://www.therecord.com/news/waterloo-region/2022/11/28/applyboard-lays-off-six-per-cent-of-its-workforce.html,483,Series D,30-11-2022 06:14,Canada,0.06,Unknown
Ajaib,Jakarta,Finance,67,28-11-2022 00:00,https://www.techinasia.com/indonesian-investment-platform-ajaib-lays-8-headcount,245,Unknown,30-11-2022 06:12,Indonesia,0.08,Unknown
Candy Digital,New York City,Crypto,33,28-11-2022 00:00,https://decrypt.co/115811/gary-vee-sports-nft-candy-digital-mass-layoffs,100,Series A,29-11-2022 04:24,United States,0.33,Unknown
ResearchGate,Berlin,Other,25,28-11-2022 00:00,https://www.linkedin.com/posts/ijad-madisch-4428229_today-we-are-reducing-the-size-of-the-researchgate-activity-7002973716632502273-7jum/,87,Series D,28-11-2022 18:00,Germany,0.1,Unknown
BlockFi,New York City,Crypto,,28-11-2022 00:00,https://decrypt.co/115744/crypto-lender-blockfi-files-bankruptcy-ftx-contagion-claims-another,1000,Series E,30-11-2022 06:05,United States,1,Unknown
FutureLearn,London,Education,,28-11-2022 00:00,https://www.classcentral.com/report/futurelearn-layoffs/,50,Unknown,30-11-2022 06:11,United Kingdom,,Unknown
Inspectify,Seattle,Real Estate,,28-11-2022 00:00,https://www.bizjournals.com/seattle/news/2022/11/28/inspectify-layoffs-seattle-real-estate-tech.html,11,Series A,30-11-2022 06:10,United States,,Unknown
Ledn,Toronto,Crypto,,28-11-2022 00:00,https://www.theblock.co/post/190436/crypto-lender-ledn-lays-off-chief-commercial-officer-in-latest-industry-job-cuts,103,Series B,19-12-2022 16:49,Canada,,Unknown
NCX,SF Bay Area,Energy,,28-11-2022 00:00,https://ncx.com/learning-hub/an-update-from-ncx-co-founders-zack-parisa-and-max-nova/,78,Series B,01-12-2022 06:22,United States,0.4,Unknown
Change Invest,Amsterdam,Finance,,27-11-2022 00:00,https://arileht.delfi.ee/artikkel/120105494/jarjekordne-eesti-idufirma-koondab-veerandi-oma-tootajatest,22,Unknown,23-01-2023 16:52,Netherlands,0.24,Unknown
Zilch,London,Finance,,26-11-2022 00:00,https://www.standard.co.uk/business/london-fintech-unicorn-zilch-poised-to-begin-wave-of-layoffs-as-downturn-hits-buy-now-pay-later-sector-b1042587.html,389,Unknown,29-11-2022 04:26,United Kingdom,,Unknown
VerSe Innovation,Bengaluru,Media,150,25-11-2022 00:00,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,1700,Series J,28-11-2022 18:02,India,0.05,Unknown
Carwow,London,Transportation,70,25-11-2022 00:00,https://www.ft.com/content/19150de3-bbd4-42b3-acbd-52b228dc1bf1,157,Unknown,29-11-2022 04:11,United Kingdom,0.2,Unknown
Vendease,Lagos,Food,27,25-11-2022 00:00,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,43,Series A,30-11-2022 05:55,Nigeria,0.09,Unknown
Lemon,Buenos Aires,Crypto,100,24-11-2022 00:00,https://www.forbesargentina.com/innovacion/lemon-despide-tercio-sus-empleados-anuncia-nuevo-foco-compania-sea-mas-sostenible-n25358,17,Series A,25-11-2022 04:10,Argentina,0.38,https://docs.google.com/spreadsheets/u/1/d/1bCJqnr1S86iwwFbMWoAk-4Gb5CM8ZeE3AKJs_fC-1S0/htmlview#gid=0
Quidax,Lagos,Crypto,20,24-11-2022 00:00,https://techcabal.com/2022/11/24/nigerian-crypto-exchange-quidax-lays-off-20-of-its-workforce/,3,Unknown,26-11-2022 16:24,Nigeria,0.2,Unknown
Menulog,Sydney,Food,,24-11-2022 00:00,https://www.smh.com.au/technology/difficult-decision-menulog-cuts-jobs-in-australia-20221124-p5c111.html,,Acquired,28-11-2022 17:56,Australia,,Unknown
Utopia Music,Zug,Media,,24-11-2022 00:00,https://www.musicbusinessworldwide.com/utopia-music-makes-layoffs-as-it-downsizes-global-team/,,Series B,25-11-2022 22:23,Switzerland,,Unknown
Assure,Salt Lake City,Finance,,23-11-2022 00:00,https://www.axios.com/2022/11/23/assure-shutdown-fintech-startup-investing,2,Seed,25-11-2022 04:07,United States,1,Unknown
GoodGood,Toronto,Retail,,23-11-2022 00:00,https://betakit.com/one-year-after-raising-6-5-million-goodgood-shuts-down-claiming-it-cant-find-more-money/,6,Seed,25-11-2022 04:07,Canada,1,Unknown
Muni Tienda,Bogota,Other,,23-11-2022 00:00,https://www.bloomberglinea.com/2022/11/24/startup-colombiana-cierra-ante-la-imposibilidad-de-levantar-mas-capital/,20,Series A,10-03-2023 05:24,Colombia,1,Unknown
SWVL,Cairo,Transportation,,23-11-2022 00:00,https://techcrunch.com/2022/11/28/swvl-reduces-its-headcount-by-50-six-months-after-axing-400-staff/,264,Post-IPO,25-11-2022 22:25,Egypt,0.5,Unknown
Western Digital,SF Bay Area,Hardware,251,22-11-2022 00:00,https://www.bizjournals.com/sanjose/news/2022/11/22/western-digital-latest-valley-company-with-layoffs.html,900,Post-IPO,13-02-2023 17:50,United States,,Unknown
SIRCLO,Jakarta,Retail,160,22-11-2022 00:00,https://dailysocial.id/post/sirclo-layoff-2022,92,Series B,22-11-2022 17:53,Indonesia,0.08,Unknown
Trax,Singapore,Retail,80,22-11-2022 00:00,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,1000,Series E,22-11-2022 19:04,Singapore,0.08,Unknown
Flash Coffee,Singapore,Food,,22-11-2022 00:00,https://www.businesstimes.com.sg/startups-tech/startups/rocket-internet-backed-flash-coffee-lays-staff-across-markets,57,Series B,25-11-2022 04:12,Singapore,,Unknown
Natera,SF Bay Area,Healthcare,,22-11-2022 00:00,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html,809,Post-IPO,29-11-2022 04:18,United States,,Unknown
Rapyd,Tel Aviv,Finance,,22-11-2022 00:00,https://en.globes.co.il/en/article-israeli-fintech-co-rapyd-to-lay-off-dozens-1001430704,770,Unknown,30-11-2022 06:06,Israel,,Unknown
Jumia,Lagos,Retail,900,21-11-2022 00:00,https://techcrunch.com/2023/02/16/jumia-laid-off-20-of-staff-in-q4-2022-amid-work-to-reduce-losses-by-half-this-year/,1200,Post-IPO,21-12-2022 17:00,Nigeria,0.2,Unknown
Kitopi,Dubai,Food,93,21-11-2022 00:00,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,804,Series C,23-11-2022 04:32,United States,0.1,Unknown
Devo,Boston,Security,,21-11-2022 00:00,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,481,Series F,13-12-2022 20:08,United States,0.15,Unknown
GloriFi,Dallas,Finance,,21-11-2022 00:00,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,,Unknown,25-11-2022 04:08,United States,1,Unknown
Zomato,Gurugram,Food,100,19-11-2022 00:00,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,914,Series J,20-11-2022 00:05,India,0.04,Unknown
Carvana,Phoenix,Transportation,1500,18-11-2022 00:00,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,1600,Post-IPO,18-11-2022 21:34,United States,0.08,Unknown
Nuro,SF Bay Area,Transportation,300,18-11-2022 00:00,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,2100,Series D,18-11-2022 21:35,United States,0.2,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0
Synthego,SF Bay Area,Healthcare,105,18-11-2022 00:00,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,459,Series E,29-11-2022 04:18,United States,0.2,Unknown
Splyt,London,Transportation,57,18-11-2022 00:00,https://www.linkedin.com/posts/philipp-mintchin-27b0b943_since-the-beginning-of-the-pandemic-in-2020-activity-7000407838200147968-vFMO/,34,Series B,18-01-2023 23:20,United Kingdom,,Unknown
Capitolis,New York City,Finance,,18-11-2022 00:00,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,281,Series D,15-12-2022 02:14,United States,0.25,Unknown
Kavak,Sao Paulo,Transportation,,18-11-2022 00:00,https://businessinsider.mx/kavak-despidos-compra-autos-crisis_negocios/,1600,Series E,20-11-2022 00:03,Brazil,,Unknown
Metaplex,Chicago,Crypto,,18-11-2022 00:00,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,,Unknown,20-11-2022 00:01,United States,,Unknown
Ruangguru,Jakarta,Education,,18-11-2022 00:00,https://www.techinasia.com/ruangguru-lays-hundreds-employees,205,Unknown,21-11-2022 05:53,Indonesia,,Unknown
StoryBlocks,Washington D.C.,Media,,18-11-2022 00:00,https://www.linkedin.com/feed/update/urn:li:activity:6999412858606256129/,18,Acquired,19-11-2022 23:57,United States,0.25,Unknown
Unchained Capital,Austin,Crypto,,18-11-2022 00:00,https://unchained.com/blog/update-from-our-ceo/,33,Series A,24-01-2023 05:21,United States,0.15,Unknown
Roku,SF Bay Area,Media,200,17-11-2022 00:00,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,208,Post-IPO,17-11-2022 17:12,United States,0.07,Unknown
Orchard,New York City,Real Estate,180,17-11-2022 00:00,https://www.inman.com/2022/11/17/orchard-lays-off-180-workers-amid-historic-housing-disruption/,472,Series D,18-11-2022 05:15,United States,,Unknown
Homepoint,Phoenix,Real Estate,113,17-11-2022 00:00,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,,Post-IPO,19-11-2022 23:33,United States,,Unknown
Juni,Gothenburg,Finance,72,17-11-2022 00:00,https://www.finextra.com/newsarticle/41340/juni-joins-fintech-bloodbath-lays-off-a-third-of-staff,281,Unknown,19-11-2022 23:28,Sweden,0.33,Unknown
Chili Piper,New York City,Sales,58,17-11-2022 00:00,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,54,Series B,17-11-2022 21:34,United States,,https://docs.google.com/spreadsheets/d/1h16hlI3T2ek7azpVJlNl6Z0da-pTNiIkmwyp0HzXh0Q/edit#gid=0
Capitolis,New York City,Finance,37,17-11-2022 00:00,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,281,Series D,18-11-2022 05:18,United States,0.25,Unknown
TealBook,Toronto,Other,34,17-11-2022 00:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,73,Series B,17-11-2022 17:26,Canada,0.19,Unknown
Koho,Toronto,Finance,15,17-11-2022 00:00,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,278,Series D,20-11-2022 00:17,Canada,0.04,Unknown
&Open,Dublin,Marketing,9,17-11-2022 00:00,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,35,Series A,01-12-2022 06:17,Ireland,0.09,Unknown
Kandji,San Diego,Other,,17-11-2022 00:00,Internal memo,188,Series C,19-11-2022 23:51,United States,0.17,Unknown
Morning Brew,New York City,Media,,17-11-2022 00:00,https://twitter.com/maxwelltani/status/1593236660627861504,,Acquired,19-11-2022 23:32,United States,0.14,Unknown
Symend,Calgary,Other,,17-11-2022 00:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,148,Series C,17-11-2022 17:25,Canada,0.13,Unknown
Amazon,Seattle,Retail,10000,16-11-2022 00:00,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,108,Post-IPO,16-11-2022 17:40,United States,0.03,https://docs.google.com/spreadsheets/d/1f0QvaM9dwPYkcE8F_iyuH_Yd1k3PhaE76YSOUlftxpw/edit#gid=0
Cisco,SF Bay Area,Infrastructure,4100,16-11-2022 00:00,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,2,Post-IPO,17-11-2022 17:15,United States,0.05,Unknown
Twiga,Nairobi,Food,211,16-11-2022 00:00,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,157,Series C,30-11-2022 06:02,Kenya,0.21,Unknown
Wayflyer,Dublin,Marketing,200,16-11-2022 00:00,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,889,Unknown,17-11-2022 00:29,Ireland,0.4,Unknown
